1.000000000000000000e+00,6.400000000000000133e-01
2.000000000000000000e+00,5.110000000000000098e-01
3.000000000000000000e+00,6.610000000000000320e-01
4.000000000000000000e+00,5.440000000000000391e-01
5.000000000000000000e+00,6.229999999999999982e-01
6.000000000000000000e+00,6.219999999999999973e-01
7.000000000000000000e+00,7.369999999999999885e-01
8.000000000000000000e+00,7.329999999999999849e-01
9.000000000000000000e+00,6.929999999999999494e-01
1.000000000000000000e+01,6.470000000000000195e-01
1.100000000000000000e+01,7.409999999999999920e-01
1.200000000000000000e+01,6.770000000000000462e-01
1.300000000000000000e+01,7.069999999999999618e-01
1.400000000000000000e+01,5.610000000000000542e-01
1.500000000000000000e+01,7.409999999999999920e-01
1.600000000000000000e+01,6.630000000000000338e-01
1.700000000000000000e+01,7.299999999999999822e-01
1.800000000000000000e+01,7.950000000000000400e-01
1.900000000000000000e+01,8.169999999999999485e-01
2.000000000000000000e+01,7.950000000000000400e-01
2.100000000000000000e+01,6.129999999999999893e-01
2.200000000000000000e+01,6.620000000000000329e-01
2.300000000000000000e+01,8.279999999999999583e-01
2.400000000000000000e+01,6.440000000000000169e-01
2.500000000000000000e+01,8.129999999999999449e-01
2.600000000000000000e+01,6.280000000000000027e-01
2.700000000000000000e+01,7.940000000000000391e-01
2.800000000000000000e+01,6.390000000000000124e-01
2.900000000000000000e+01,8.269999999999999574e-01
3.000000000000000000e+01,8.179999999999999494e-01
3.100000000000000000e+01,8.409999999999999698e-01
3.200000000000000000e+01,7.730000000000000204e-01
3.300000000000000000e+01,6.979999999999999538e-01
3.400000000000000000e+01,8.419999999999999707e-01
3.500000000000000000e+01,7.970000000000000417e-01
3.600000000000000000e+01,7.870000000000000329e-01
3.700000000000000000e+01,8.269999999999999574e-01
3.800000000000000000e+01,7.950000000000000400e-01
3.900000000000000000e+01,8.499999999999999778e-01
4.000000000000000000e+01,7.690000000000000169e-01
4.100000000000000000e+01,8.229999999999999538e-01
4.200000000000000000e+01,7.670000000000000151e-01
4.300000000000000000e+01,8.359999999999999654e-01
4.400000000000000000e+01,8.419999999999999707e-01
4.500000000000000000e+01,7.379999999999999893e-01
4.600000000000000000e+01,7.540000000000000036e-01
4.700000000000000000e+01,7.860000000000000320e-01
4.800000000000000000e+01,8.429999999999999716e-01
4.900000000000000000e+01,6.530000000000000249e-01
5.000000000000000000e+01,7.910000000000000364e-01
