1.000000000000000000e+00,9.130000000000000338e-01
2.000000000000000000e+00,9.170000000000000373e-01
3.000000000000000000e+00,9.599999999999999645e-01
4.000000000000000000e+00,9.489999999999999547e-01
5.000000000000000000e+00,9.759999999999999787e-01
6.000000000000000000e+00,9.679999999999999716e-01
7.000000000000000000e+00,9.669999999999999707e-01
8.000000000000000000e+00,9.759999999999999787e-01
9.000000000000000000e+00,9.759999999999999787e-01
1.000000000000000000e+01,9.799999999999999822e-01
1.100000000000000000e+01,9.799999999999999822e-01
1.200000000000000000e+01,9.679999999999999716e-01
1.300000000000000000e+01,9.759999999999999787e-01
1.400000000000000000e+01,9.679999999999999716e-01
1.500000000000000000e+01,9.769999999999999796e-01
1.600000000000000000e+01,9.789999999999999813e-01
1.700000000000000000e+01,9.749999999999999778e-01
1.800000000000000000e+01,9.799999999999999822e-01
1.900000000000000000e+01,9.769999999999999796e-01
2.000000000000000000e+01,9.749999999999999778e-01
2.100000000000000000e+01,9.799999999999999822e-01
2.200000000000000000e+01,9.699999999999999734e-01
2.300000000000000000e+01,9.799999999999999822e-01
2.400000000000000000e+01,9.759999999999999787e-01
2.500000000000000000e+01,9.809999999999999831e-01
2.600000000000000000e+01,9.789999999999999813e-01
2.700000000000000000e+01,9.769999999999999796e-01
2.800000000000000000e+01,9.799999999999999822e-01
2.900000000000000000e+01,9.789999999999999813e-01
3.000000000000000000e+01,9.779999999999999805e-01
