0.000000000000000000e+00,5.000000000000000000e-01
1.000000000000000000e+00,6.300000000000000044e-01
2.000000000000000000e+00,6.760000000000000453e-01
3.000000000000000000e+00,7.109999999999999654e-01
4.000000000000000000e+00,7.299999999999999822e-01
5.000000000000000000e+00,7.620000000000000107e-01
6.000000000000000000e+00,7.910000000000000364e-01
7.000000000000000000e+00,8.199999999999999512e-01
8.000000000000000000e+00,8.339999999999999636e-01
9.000000000000000000e+00,8.519999999999999796e-01
1.000000000000000000e+01,8.679999999999999938e-01
1.100000000000000000e+01,8.729999999999999982e-01
1.200000000000000000e+01,8.840000000000000080e-01
1.300000000000000000e+01,8.900000000000000133e-01
1.400000000000000000e+01,8.980000000000000204e-01
1.500000000000000000e+01,9.050000000000000266e-01
1.600000000000000000e+01,9.080000000000000293e-01
1.700000000000000000e+01,9.150000000000000355e-01
1.800000000000000000e+01,9.200000000000000400e-01
1.900000000000000000e+01,9.250000000000000444e-01
2.000000000000000000e+01,9.270000000000000462e-01
2.100000000000000000e+01,9.340000000000000524e-01
2.200000000000000000e+01,9.360000000000000542e-01
2.300000000000000000e+01,9.389999999999999458e-01
2.400000000000000000e+01,9.459999999999999520e-01
2.500000000000000000e+01,9.509999999999999565e-01
2.600000000000000000e+01,9.539999999999999591e-01
2.700000000000000000e+01,9.579999999999999627e-01
2.800000000000000000e+01,9.629999999999999671e-01
2.900000000000000000e+01,9.659999999999999698e-01
3.000000000000000000e+01,9.679999999999999716e-01
3.100000000000000000e+01,9.699999999999999734e-01
3.200000000000000000e+01,9.729999999999999760e-01
3.300000000000000000e+01,9.729999999999999760e-01
3.400000000000000000e+01,9.769999999999999796e-01
3.500000000000000000e+01,9.779999999999999805e-01
3.600000000000000000e+01,9.799999999999999822e-01
3.700000000000000000e+01,9.809999999999999831e-01
3.800000000000000000e+01,9.829999999999999849e-01
3.900000000000000000e+01,9.859999999999999876e-01
4.000000000000000000e+01,9.859999999999999876e-01
4.100000000000000000e+01,9.869999999999999885e-01
4.200000000000000000e+01,9.879999999999999893e-01
4.300000000000000000e+01,9.899999999999999911e-01
4.400000000000000000e+01,9.919999999999999929e-01
4.500000000000000000e+01,9.939999999999999947e-01
4.600000000000000000e+01,9.949999999999999956e-01
4.700000000000000000e+01,9.959999999999999964e-01
4.800000000000000000e+01,9.969999999999999973e-01
4.900000000000000000e+01,9.969999999999999973e-01
5.000000000000000000e+01,9.979999999999999982e-01
